,True Gender,Classified Gender,Gender confidence,True Ethnicity,Classified Ethnicity,Ethnicity confidence,True Mood,Classified Mood,Mood confidence,True Age,Classified Age,Age confidence
50,Man,Man,1.0,Latino_Hispanic,asian,1.0,neutral,surprise,1.0,40-49,33,1.0
51,Woman,Man,1.0,Latino_Hispanic,middle eastern,1.0,neutral,happy,1.0,30-39,22,1.0
52,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,neutral,1.0,30-39,23,1.0
53,Man,Man,1.0,Latino_Hispanic,middle eastern,1.0,neutral,surprise,1.0,50-59,52,1.0
54,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,sad,1.0,20-29,23,1.0
55,Man,Man,1.0,Latino_Hispanic,white,1.0,neutral,surprise,1.0,40-49,29,1.0
56,Man,Man,1.0,Latino_Hispanic,white,1.0,neutral,happy,1.0,40-49,27,1.0
57,Man,Man,1.0,Latino_Hispanic,black,1.0,neutral,happy,1.0,10-19,23,1.0
58,Woman,Woman,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,happy,1.0,20-29,23,1.0
59,Woman,Man,1.0,Latino_Hispanic,white,1.0,neutral,fear,1.0,40-49,28,1.0
60,Woman,Woman,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,happy,1.0,20-29,29,1.0
61,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,sad,1.0,3-9,20,1.0
62,Woman,Woman,1.0,Latino_Hispanic,white,1.0,neutral,happy,1.0,20-29,25,1.0
63,Woman,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,fear,1.0,60-69,62,1.0
64,Woman,Woman,1.0,Latino_Hispanic,white,1.0,neutral,sad,1.0,30-39,29,1.0
65,Woman,Woman,1.0,Latino_Hispanic,white,1.0,neutral,happy,1.0,30-39,23,1.0
66,Woman,Man,1.0,Latino_Hispanic,white,1.0,neutral,neutral,1.0,20-29,23,1.0
67,Man,Man,1.0,Latino_Hispanic,asian,1.0,neutral,neutral,1.0,20-29,27,1.0
68,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,sad,1.0,20-29,23,1.0
69,Woman,Man,1.0,Latino_Hispanic,asian,1.0,neutral,surprise,1.0,3-9,23,1.0
70,Woman,Man,1.0,Latino_Hispanic,white,1.0,neutral,happy,1.0,50-59,20,1.0
71,Woman,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,surprise,1.0,3-9,39,1.0
72,Man,Man,1.0,Latino_Hispanic,white,1.0,neutral,sad,1.0,3-9,23,1.0
73,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,surprise,1.0,20-29,23,1.0
74,Man,Man,1.0,Latino_Hispanic,middle eastern,1.0,neutral,surprise,1.0,40-49,23,1.0
75,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,surprise,1.0,20-29,32,1.0
76,Woman,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,happy,1.0,40-49,53,1.0
77,Woman,Man,1.0,Latino_Hispanic,white,1.0,neutral,sad,1.0,40-49,27,1.0
78,Man,Man,1.0,Latino_Hispanic,middle eastern,1.0,neutral,happy,1.0,20-29,23,1.0
79,Woman,Man,1.0,Latino_Hispanic,white,1.0,neutral,neutral,1.0,10-19,22,1.0
80,Woman,Woman,1.0,Latino_Hispanic,white,1.0,neutral,happy,1.0,20-29,28,1.0
81,Man,Man,1.0,Latino_Hispanic,white,1.0,neutral,fear,1.0,30-39,20,1.0
82,Woman,Man,1.0,Latino_Hispanic,asian,1.0,neutral,neutral,1.0,3-9,23,1.0
83,Man,Man,1.0,Latino_Hispanic,indian,1.0,neutral,surprise,1.0,20-29,29,1.0
84,Woman,Man,1.0,Latino_Hispanic,middle eastern,1.0,neutral,happy,1.0,20-29,22,1.0
85,Woman,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,happy,1.0,20-29,29,1.0
86,Woman,Woman,1.0,Latino_Hispanic,white,1.0,neutral,sad,1.0,40-49,22,1.0
87,Man,Man,1.0,Latino_Hispanic,middle eastern,1.0,neutral,surprise,1.0,30-39,23,1.0
88,Man,Man,1.0,Latino_Hispanic,indian,1.0,neutral,angry,1.0,40-49,46,1.0
89,Man,Man,1.0,Latino_Hispanic,black,1.0,neutral,neutral,1.0,40-49,23,1.0
90,Man,Man,1.0,Latino_Hispanic,middle eastern,1.0,neutral,neutral,1.0,40-49,32,1.0
91,Man,Man,1.0,Latino_Hispanic,white,1.0,neutral,surprise,1.0,3-9,24,1.0
92,Man,Man,1.0,Latino_Hispanic,black,1.0,neutral,neutral,1.0,10-19,23,1.0
93,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,happy,1.0,10-19,23,1.0
94,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,neutral,1.0,30-39,32,1.0
95,Man,Man,1.0,Latino_Hispanic,white,1.0,neutral,surprise,1.0,10-19,22,1.0
96,Man,Man,1.0,Latino_Hispanic,white,1.0,neutral,neutral,1.0,3-9,19,1.0
97,Man,Man,1.0,Latino_Hispanic,middle eastern,1.0,neutral,surprise,1.0,10-19,24,1.0
98,Man,Man,1.0,Latino_Hispanic,white,1.0,neutral,happy,1.0,40-49,23,1.0
99,Man,Man,1.0,Latino_Hispanic,latino hispanic,1.0,neutral,fear,1.0,30-39,23,1.0
