,True Gender,Classified Gender,Gender confidence,True Ethnicity,Classified Ethnicity,Ethnicity confidence,True Mood,Classified Mood,Mood confidence,True Age,Classified Age,Age confidence
26,Man,Man,1.0,White,white,1.0,neutral,neutral,1.0,60-69,23,1.0
27,Woman,Woman,1.0,White,white,1.0,neutral,neutral,1.0,20-29,29,1.0
28,Woman,Man,1.0,White,white,1.0,neutral,happy,1.0,30-39,29,1.0
29,Woman,Man,1.0,White,white,1.0,neutral,neutral,1.0,10-19,23,1.0
30,Man,Man,1.0,White,latino hispanic,1.0,neutral,neutral,1.0,30-39,47,1.0
31,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,20-29,23,1.0
32,Man,Man,1.0,White,white,1.0,neutral,angry,1.0,20-29,23,1.0
33,Woman,Woman,1.0,White,latino hispanic,1.0,neutral,happy,1.0,10-19,32,1.0
34,Man,Man,1.0,White,middle eastern,1.0,neutral,angry,1.0,20-29,22,1.0
35,Man,Man,1.0,White,white,1.0,neutral,neutral,1.0,30-39,29,1.0
36,Woman,Man,1.0,White,white,1.0,neutral,fear,1.0,20-29,22,1.0
37,Woman,Man,1.0,White,white,1.0,neutral,happy,1.0,3-9,32,1.0
38,Woman,Man,1.0,White,white,1.0,neutral,angry,1.0,60-69,21,1.0
39,Man,Man,1.0,White,asian,1.0,neutral,happy,1.0,3-9,25,1.0
40,Man,Man,1.0,White,white,1.0,neutral,angry,1.0,30-39,23,1.0
41,Woman,Man,1.0,White,latino hispanic,1.0,neutral,neutral,1.0,3-9,28,1.0
42,Woman,Woman,1.0,White,middle eastern,1.0,neutral,happy,1.0,30-39,24,1.0
43,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,50-59,22,1.0
44,Man,Man,1.0,White,white,1.0,neutral,fear,1.0,20-29,23,1.0
45,Woman,Man,1.0,White,white,1.0,neutral,fear,1.0,40-49,23,1.0
46,Man,Man,1.0,White,white,1.0,neutral,neutral,1.0,20-29,20,1.0
47,Woman,Man,1.0,White,white,1.0,neutral,happy,1.0,20-29,29,1.0
48,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,30-39,32,1.0
49,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,20-29,32,1.0
50,Man,Man,1.0,White,middle eastern,1.0,neutral,neutral,1.0,60-69,33,1.0
51,Woman,Man,1.0,White,asian,1.0,neutral,neutral,1.0,50-59,28,1.0
52,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,10-19,23,1.0
53,Woman,Man,1.0,White,white,1.0,neutral,sad,1.0,10-19,20,1.0
54,Woman,Man,1.0,White,white,1.0,neutral,surprise,1.0,20-29,28,1.0
55,Man,Man,1.0,White,middle eastern,1.0,neutral,sad,1.0,30-39,23,1.0
56,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,10-19,25,1.0
57,Woman,Man,1.0,White,white,1.0,neutral,happy,1.0,30-39,23,1.0
58,Woman,Man,1.0,White,white,1.0,neutral,fear,1.0,40-49,23,1.0
59,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,30-39,23,1.0
60,Man,Man,1.0,White,white,1.0,neutral,angry,1.0,0-2,28,1.0
61,Woman,Man,1.0,White,white,1.0,neutral,happy,1.0,40-49,32,1.0
62,Woman,Man,1.0,White,white,1.0,neutral,angry,1.0,20-29,23,1.0
63,Woman,Man,1.0,White,white,1.0,neutral,fear,1.0,20-29,29,1.0
64,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,20-29,21,1.0
65,Man,Man,1.0,White,latino hispanic,1.0,neutral,surprise,1.0,0-2,20,1.0
66,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,20-29,20,1.0
67,Woman,Man,1.0,White,white,1.0,neutral,fear,1.0,20-29,28,1.0
68,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,30-39,22,1.0
69,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,20-29,29,1.0
70,Woman,Woman,1.0,White,latino hispanic,1.0,neutral,happy,1.0,20-29,29,1.0
71,Woman,Man,1.0,White,white,1.0,neutral,happy,1.0,30-39,29,1.0
72,Woman,Man,1.0,White,asian,1.0,neutral,sad,1.0,30-39,23,1.0
73,Woman,Man,1.0,White,white,1.0,neutral,neutral,1.0,30-39,21,1.0
74,Woman,Woman,1.0,White,latino hispanic,1.0,neutral,happy,1.0,20-29,29,1.0
75,Woman,Man,1.0,White,black,1.0,neutral,happy,1.0,50-59,28,1.0
76,Woman,Woman,1.0,White,white,1.0,neutral,happy,1.0,30-39,23,1.0
77,Woman,Woman,1.0,White,white,1.0,neutral,fear,1.0,50-59,32,1.0
78,Woman,Man,1.0,White,latino hispanic,1.0,neutral,happy,1.0,20-29,27,1.0
79,Man,Man,1.0,White,white,1.0,neutral,fear,1.0,50-59,29,1.0
80,Man,Man,1.0,White,middle eastern,1.0,neutral,happy,1.0,20-29,29,1.0
81,Man,Man,1.0,White,middle eastern,1.0,neutral,surprise,1.0,20-29,23,1.0
82,Man,Man,1.0,White,white,1.0,neutral,sad,1.0,3-9,27,1.0
83,Man,Man,1.0,White,middle eastern,1.0,neutral,disgust,1.0,30-39,25,1.0
84,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,30-39,21,1.0
85,Man,Man,1.0,White,white,1.0,neutral,neutral,1.0,20-29,22,1.0
86,Man,Man,1.0,White,middle eastern,1.0,neutral,fear,1.0,30-39,22,1.0
87,Man,Man,1.0,White,middle eastern,1.0,neutral,sad,1.0,20-29,22,1.0
88,Man,Man,1.0,White,white,1.0,neutral,fear,1.0,20-29,23,1.0
89,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,30-39,23,1.0
90,Man,Man,1.0,White,white,1.0,neutral,neutral,1.0,10-19,22,1.0
91,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,20-29,23,1.0
92,Man,Man,1.0,White,white,1.0,neutral,neutral,1.0,30-39,28,1.0
93,Man,Man,1.0,White,white,1.0,neutral,neutral,1.0,30-39,19,1.0
94,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,30-39,23,1.0
95,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,30-39,23,1.0
96,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,3-9,23,1.0
97,Man,Man,1.0,White,latino hispanic,1.0,neutral,happy,1.0,30-39,23,1.0
98,Man,Man,1.0,White,white,1.0,neutral,happy,1.0,40-49,32,1.0
99,Man,Man,1.0,White,white,1.0,neutral,neutral,1.0,30-39,29,1.0
